"","region_name","location_name","site_name","reef_name","reef_type","trip_code","trip_year","set_code","maxn","common_name","genus","species","species_group","family","event_time_mil","event_time_mins","set_lat","set_long","visibility","depth","bait","current_flow_estimated","current_flow_instrumented","reef_id","set_id","master_set_id","animal_id","field_of_view","substrate_relief_sd","substrate_relief_mean","ascidians","bleached_corals","bryozoa","consolidated","crinoids","halimeda","hard_coral","hydrocoral","hydroids","invertebrate_complex","macroalgae","mangrove","seagrass","soft_coral","sponge","true_anemones","unconsolidated","zoanthids","team","set_date","wkt_coordinates","reef_habitat_name","drop_time","haul_time","equipment_frame_type","equipment_camera","equipment_stereo_camera","equipment_camera_height","equipment_arm_length","bait_preparation","bait_type","bait_oiled","video_file_name","video_source","video_path","comments","message_to_annotators","bruv_image_url","splendor_image_url","reviewed_assignments","total_assignments","master_record_state","site_type","mpa_name","mpa_area","mpa_year_founded","mpa_isolation","mpa_compliance","fishing_restrictions","shark_fishing_gear","region_id","location_id","site_id","location_code","coast_length","HDI_2015","voice_2016","gov_effect_2016","GDP_year","GDP_per_capita_USD","population_2016","tax_haven","shark_sanctuary","reef_catch","shark_catch","reefshark_catch","bechedemer","Grav_Total","protection_status","shark_protection_status","bait_family_specific","bait_family","Remote","temp_est","chloro_est","prec_est","daylight","month","hemisphere","season","coast_type"
"3380","Western Atlantic","USA-Western Atlantic","Florida","Upper Keys 3","slope","FP_2016_US-A_01",2016,"FU3_030",1,"Nurse shark","Ginglymostoma","cirratum","Shark","Ginglymostomatidae",3348171,"055:48:171",24.85656,-80.60416,7,11.7,"menhaden chum block","",NA,110,2885,15412,23,"Open",1.0541,1,0,0,0,20,0,0,0,0,0,0,0,0,0,30,0,0,50,0,"FIU","2016-05-31","01010000004963B48EAA2654C0D00F238447DB3840","slope","15:54:00","17:28:00","Stainless rebar","Hero Basic","False",60,170,"WHL","menhaden chum block","False","FP_2016_US-A_01_FU3_030.mp4","","","","","",NA,1,1,"Completed","I","",NA,NA,"","","size, gear, effort, species","hook and line",1,12,46,"US-A",6641.33,0.92,1.103929162,1.481050014,2016,57638.15909,323127513,0,0,56430.39903,3521.88209,928.1732661,0,185,"restricted","Restricted","Clupeidae","Clupeidae","No",28.15,1.8653,0.00731936050578952,13.5692472231866,"05","northern","summer","island"
"3381","Western Atlantic","USA-Western Atlantic","Florida","Upper Keys 3","slope","FP_2016_US-A_01",2016,"FU3_030",2,"Bonnethead shark","Sphyrna","tiburo","Shark","Sphyrnidae",822856,"013:42:856",24.85656,-80.60416,7,11.7,"menhaden chum block","",NA,110,2885,15412,16,"Open",1.0541,1,0,0,0,20,0,0,0,0,0,0,0,0,0,30,0,0,50,0,"FIU","2016-05-31","01010000004963B48EAA2654C0D00F238447DB3840","slope","15:54:00","17:28:00","Stainless rebar","Hero Basic","False",60,170,"WHL","menhaden chum block","False","FP_2016_US-A_01_FU3_030.mp4","","","","","",NA,1,1,"Completed","I","",NA,NA,"","","size, gear, effort, species","hook and line",1,12,46,"US-A",6641.33,0.92,1.103929162,1.481050014,2016,57638.15909,323127513,0,0,56430.39903,3521.88209,928.1732661,0,185,"restricted","Restricted","Clupeidae","Clupeidae","No",28.15,1.8653,0.00731936050578952,13.5692472231866,"05","northern","summer","island"
"3382","Western Atlantic","USA-Western Atlantic","Florida","Upper Keys 3","slope","FP_2016_US-A_01",2016,"FU3_031",NA,"","","","","",NA,"",24.85092,-80.614,9,10.2,"menhaden chum block","",NA,110,2886,15413,9999,"Open",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,"FIU","2016-06-02","01010000009EEFA7C64B2754C02783A3E4D5D93840","slope","09:45:00","12:02:00","Stainless rebar","Hero Basic","False",60,170,"WHL","menhaden chum block","False","FP_2016_US-A_01_FU3_031.mp4","","","","","",NA,1,1,"Completed","I","",NA,NA,"","","size, gear, effort, species","hook and line",1,12,46,"US-A",6641.33,0.92,1.103929162,1.481050014,2016,57638.15909,323127513,0,0,56430.39903,3521.88209,928.1732661,0,185,"restricted","Restricted","Clupeidae","Clupeidae","No",30.48,3.0487,0.00980911683291197,13.5889185022067,"06","northern","summer","island"
"3383","Western Atlantic","USA-Western Atlantic","Florida","Upper Keys 3","slope","FP_2016_US-A_01",2016,"FU3_033",1,"Yellow round ray","Urobatis","jamaicensis","Ray","Urotrygonidae",1150056,"019:10:056",24.86235,-80.59013,10,12.3,"menhaden chum block","",NA,110,2888,15415,26,"Open",0.6749,2.3,0,0,0,55,0,0,0,0,0,0,0,0,0,22,22,0,0,0,"FIU","2016-06-02","0101000000DD989EB0C42554C0A2B437F8C2DC3840","slope","10:23:00","12:18:00","Stainless rebar","Hero Basic","False",60,170,"WHL","menhaden chum block","False","FP_2016_US-A_01_FU3_033.mp4","","","","","",NA,1,1,"Completed","I","",NA,NA,"","","size, gear, effort, species","hook and line",1,12,46,"US-A",6641.33,0.92,1.103929162,1.481050014,2016,57638.15909,323127513,0,0,56430.39903,3521.88209,928.1732661,0,185,"restricted","Restricted","Clupeidae","Clupeidae","No",29.9,1.679,0.010195835493505,13.5897037631369,"06","northern","summer","island"
"3384","Western Atlantic","USA-Western Atlantic","Florida","Upper Keys 3","slope","FP_2016_US-A_01",2016,"FU3_033",1,"Sharpnose shark (Atlantic/Carib)","Rhizoprionodon","sp.","Shark","Carcharhinidae",1773778,"029:33:778",24.86235,-80.59013,10,12.3,"menhaden chum block","",NA,110,2888,15415,17,"Open",0.6749,2.3,0,0,0,55,0,0,0,0,0,0,0,0,0,22,22,0,0,0,"FIU","2016-06-02","0101000000DD989EB0C42554C0A2B437F8C2DC3840","slope","10:23:00","12:18:00","Stainless rebar","Hero Basic","False",60,170,"WHL","menhaden chum block","False","FP_2016_US-A_01_FU3_033.mp4","","","","","",NA,1,1,"Completed","I","",NA,NA,"","","size, gear, effort, species","hook and line",1,12,46,"US-A",6641.33,0.92,1.103929162,1.481050014,2016,57638.15909,323127513,0,0,56430.39903,3521.88209,928.1732661,0,185,"restricted","Restricted","Clupeidae","Clupeidae","No",29.9,1.679,0.010195835493505,13.5897037631369,"06","northern","summer","island"
"3385","Western Atlantic","USA-Western Atlantic","Florida","Upper Keys 3","slope","FP_2016_US-A_01",2016,"FU3_033",1,"Nurse shark","Ginglymostoma","cirratum","Shark","Ginglymostomatidae",3240215,"054:00:215",24.86235,-80.59013,10,12.3,"menhaden chum block","",NA,110,2888,15415,23,"Open",0.6749,2.3,0,0,0,55,0,0,0,0,0,0,0,0,0,22,22,0,0,0,"FIU","2016-06-02","0101000000DD989EB0C42554C0A2B437F8C2DC3840","slope","10:23:00","12:18:00","Stainless rebar","Hero Basic","False",60,170,"WHL","menhaden chum block","False","FP_2016_US-A_01_FU3_033.mp4","","","","","",NA,1,1,"Completed","I","",NA,NA,"","","size, gear, effort, species","hook and line",1,12,46,"US-A",6641.33,0.92,1.103929162,1.481050014,2016,57638.15909,323127513,0,0,56430.39903,3521.88209,928.1732661,0,185,"restricted","Restricted","Clupeidae","Clupeidae","No",29.9,1.679,0.010195835493505,13.5897037631369,"06","northern","summer","island"
"3386","Western Atlantic","USA-Western Atlantic","Florida","Upper Keys 3","slope","FP_2016_US-A_01",2016,"FU3_034",1,"Yellow round ray","Urobatis","jamaicensis","Ray","Urotrygonidae",27604,"000:27:604",24.86767,-80.58154,10,11.9,"menhaden chum block","",NA,110,2889,15416,26,"Open",1.1785,1.5,0,0,0,10,0,0,0,0,0,0,0,0,0,60,0,0,30,0,"FIU","2016-06-02","010100000037548CF3372554C067B8019F1FDE3840","slope","10:33:00","12:25:00","Stainless rebar","Hero Basic","False",60,170,"WHL","menhaden chum block","False","FP_2016_US-A_01_FU3_034.mp4","","","","","",NA,1,1,"Completed","I","",NA,NA,"","","size, gear, effort, species","hook and line",1,12,46,"US-A",6641.33,0.92,1.103929162,1.481050014,2016,57638.15909,323127513,0,0,56430.39903,3521.88209,928.1732661,0,185,"restricted","Restricted","Clupeidae","Clupeidae","No",29.9,1.679,0.010195835493505,13.5900693135719,"06","northern","summer","island"
"3387","Western Atlantic","USA-Western Atlantic","Florida","Upper Keys 3","slope","FP_2016_US-A_01",2016,"FU3_034",1,"Bonnethead shark","Sphyrna","tiburo","Shark","Sphyrnidae",2259728,"037:39:728",24.86767,-80.58154,10,11.9,"menhaden chum block","",NA,110,2889,15416,16,"Open",1.1785,1.5,0,0,0,10,0,0,0,0,0,0,0,0,0,60,0,0,30,0,"FIU","2016-06-02","010100000037548CF3372554C067B8019F1FDE3840","slope","10:33:00","12:25:00","Stainless rebar","Hero Basic","False",60,170,"WHL","menhaden chum block","False","FP_2016_US-A_01_FU3_034.mp4","","","","","",NA,1,1,"Completed","I","",NA,NA,"","","size, gear, effort, species","hook and line",1,12,46,"US-A",6641.33,0.92,1.103929162,1.481050014,2016,57638.15909,323127513,0,0,56430.39903,3521.88209,928.1732661,0,185,"restricted","Restricted","Clupeidae","Clupeidae","No",29.9,1.679,0.010195835493505,13.5900693135719,"06","northern","summer","island"
"3388","Western Atlantic","USA-Western Atlantic","Florida","Upper Keys 3","slope","FP_2016_US-A_01",2016,"FU3_035",1,"Yellow round ray","Urobatis","jamaicensis","Ray","Urotrygonidae",531566,"008:51:566",24.8747,-80.57253,9,10.4,"menhaden chum block","",NA,110,2890,15417,26,"Open",0.7265,0.5556,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,88,0,"FIU","2016-06-02","0101000000A67EDE54A42454C0ABCFD556ECDF3840","slope","10:44:00","12:33:00","Stainless rebar","Hero Basic","False",60,170,"WHL","menhaden chum block","False","FP_2016_US-A_01_FU3_035.mp4","","","","","",NA,1,1,"Completed","I","",NA,NA,"","","size, gear, effort, species","hook and line",1,12,46,"US-A",6641.33,0.92,1.103929162,1.481050014,2016,57638.15909,323127513,0,0,56430.39903,3521.88209,928.1732661,0,185,"restricted","Restricted","Clupeidae","Clupeidae","No",29.9,1.679,0.010195835493505,13.5905524180797,"06","northern","summer","island"
"3389","Western Atlantic","USA-Western Atlantic","Florida","Upper Keys 3","slope","FP_2016_US-A_01",2016,"FU3_035",1,"Sharpnose shark (Atlantic/Carib)","Rhizoprionodon","sp.","Shark","Carcharhinidae",2028408,"033:48:408",24.8747,-80.57253,9,10.4,"menhaden chum block","",NA,110,2890,15417,17,"Open",0.7265,0.5556,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,88,0,"FIU","2016-06-02","0101000000A67EDE54A42454C0ABCFD556ECDF3840","slope","10:44:00","12:33:00","Stainless rebar","Hero Basic","False",60,170,"WHL","menhaden chum block","False","FP_2016_US-A_01_FU3_035.mp4","","","","","",NA,1,1,"Completed","I","",NA,NA,"","","size, gear, effort, species","hook and line",1,12,46,"US-A",6641.33,0.92,1.103929162,1.481050014,2016,57638.15909,323127513,0,0,56430.39903,3521.88209,928.1732661,0,185,"restricted","Restricted","Clupeidae","Clupeidae","No",29.9,1.679,0.010195835493505,13.5905524180797,"06","northern","summer","island"
"3390","Western Atlantic","USA-Western Atlantic","Florida","Upper Keys 3","slope","FP_2016_US-A_01",2016,"FU3_036",1,"Yellow round ray","Urobatis","jamaicensis","Ray","Urotrygonidae",2014375,"033:34:375",24.88099,-80.56321,9,11.7,"menhaden chum block","",NA,110,2891,15418,26,"Open",0.4472,1.8,0,0,0,40,0,0,0,0,0,0,0,0,0,60,0,0,0,0,"FIU","2016-06-02","0101000000EEB1F4A10B2454C0611A868F88E13840","slope","10:55:00","12:41:00","Stainless rebar","Hero Basic","False",60,170,"WHL","menhaden chum block","False","FP_2016_US-A_01_FU3_036.mp4","","","","","",NA,1,1,"Completed","I","",NA,NA,"","","size, gear, effort, species","hook and line",1,12,46,"US-A",6641.33,0.92,1.103929162,1.481050014,2016,57638.15909,323127513,0,0,56430.39903,3521.88209,928.1732661,0,185,"restricted","Restricted","Clupeidae","Clupeidae","No",29.9,1.679,0.010195835493505,13.5909847232721,"06","northern","summer","island"
"3391","Western Atlantic","USA-Western Atlantic","Florida","Upper Keys 3","slope","FP_2016_US-A_01",2016,"FU3_037",NA,"","","","","",NA,"",24.88109,-80.56141,10,12.8,"menhaden chum block","",NA,110,2892,15419,9999,"Open",0.6157,2.0714,0,0,0,42,0,0,0,0,14,0,0,0,0,0,28,0,14,0,"FIU","2016-06-02","01010000006E693524EE2354C028D53E1D8FE13840","slope","12:55:00","15:13:00","Stainless rebar","Hero Basic","False",60,170,"WHL","menhaden chum block","False","FP_2016_US-A_01_FU3_037.mp4","","","","","",NA,1,1,"Completed","I","",NA,NA,"","","size, gear, effort, species","hook and line",1,12,46,"US-A",6641.33,0.92,1.103929162,1.481050014,2016,57638.15909,323127513,0,0,56430.39903,3521.88209,928.1732661,0,185,"restricted","Restricted","Clupeidae","Clupeidae","No",29.9,1.679,0.010195835493505,13.5909915965791,"06","northern","summer","island"
"3392","Western Atlantic","USA-Western Atlantic","Florida","Upper Keys 3","slope","FP_2016_US-A_01",2016,"FU3_038",1,"Bonnethead shark","Sphyrna","tiburo","Shark","Sphyrnidae",678855,"011:18:855",24.88672,-80.55251,7,11.3,"menhaden chum block","",NA,110,2893,15420,16,"Open",0.6504,0.3846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,"FIU","2016-06-02","0101000000A12DE7525C2354C089B5F81400E33840","slope","13:03:00","15:20:00","Stainless rebar","Hero Basic","False",60,170,"WHL","menhaden chum block","False","FP_2016_US-A_01_FU3_038.mp4","","","","","",NA,1,1,"Completed","I","",NA,NA,"","","size, gear, effort, species","hook and line",1,12,46,"US-A",6641.33,0.92,1.103929162,1.481050014,2016,57638.15909,323127513,0,0,56430.39903,3521.88209,928.1732661,0,185,"restricted","Restricted","Clupeidae","Clupeidae","No",29.9,1.679,0.010195835493505,13.5913785844812,"06","northern","summer","island"
"3393","Western Atlantic","USA-Western Atlantic","Florida","Upper Keys 3","slope","FP_2016_US-A_01",2016,"FU3_044",1,"Requiem Shark","Unknown","sp.","Shark","Carcharhinidae",1043190,"017:23:190",24.9206,-80.50288,7,18.2,"menhaden chum block","",NA,110,2899,19632,292,"Open",0.603,0.1818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,"FIU","2016-06-02","01010000000074982F2F2054C096B20C71ACEB3840","slope","16:10:00","17:42:00","Stainless rebar","Hero Basic","False",60,170,"WHL","menhaden chum block","False","FP_2016_US-A_01_FU3_044.mp4","","","","","",NA,1,1,"Completed","I","",NA,NA,"","","size, gear, effort, species","hook and line",1,12,46,"US-A",6641.33,0.92,1.103929162,1.481050014,2016,57638.15909,323127513,0,0,56430.39903,3521.88209,928.1732661,0,242,"restricted","Restricted","Clupeidae","Clupeidae","No",30.78,7.5921,0.0111421626061201,13.5937082461852,"06","northern","summer","island"
"3394","Western Atlantic","USA-Western Atlantic","Florida","Upper Keys 3","slope","FP_2016_US-A_01",2016,"FU3_044",1,"Southern stingray","Hypanus","americanus","Ray","Dasyatidae",2800786,"046:40:786",24.9206,-80.50288,7,18.2,"menhaden chum block","",NA,110,2899,19632,28,"Open",0.603,0.1818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,"FIU","2016-06-02","01010000000074982F2F2054C096B20C71ACEB3840","slope","16:10:00","17:42:00","Stainless rebar","Hero Basic","False",60,170,"WHL","menhaden chum block","False","FP_2016_US-A_01_FU3_044.mp4","","","","","",NA,1,1,"Completed","I","",NA,NA,"","","size, gear, effort, species","hook and line",1,12,46,"US-A",6641.33,0.92,1.103929162,1.481050014,2016,57638.15909,323127513,0,0,56430.39903,3521.88209,928.1732661,0,242,"restricted","Restricted","Clupeidae","Clupeidae","No",30.78,7.5921,0.0111421626061201,13.5937082461852,"06","northern","summer","island"
"3395","Western Atlantic","USA-Western Atlantic","Florida","Upper Keys 3","slope","FP_2016_US-A_01",2016,"FU3_044",1,"Nurse shark","Ginglymostoma","cirratum","Shark","Ginglymostomatidae",2510375,"041:50:375",24.9206,-80.50288,7,18.2,"menhaden chum block","",NA,110,2899,19632,23,"Open",0.603,0.1818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,"FIU","2016-06-02","01010000000074982F2F2054C096B20C71ACEB3840","slope","16:10:00","17:42:00","Stainless rebar","Hero Basic","False",60,170,"WHL","menhaden chum block","False","FP_2016_US-A_01_FU3_044.mp4","","","","","",NA,1,1,"Completed","I","",NA,NA,"","","size, gear, effort, species","hook and line",1,12,46,"US-A",6641.33,0.92,1.103929162,1.481050014,2016,57638.15909,323127513,0,0,56430.39903,3521.88209,928.1732661,0,242,"restricted","Restricted","Clupeidae","Clupeidae","No",30.78,7.5921,0.0111421626061201,13.5937082461852,"06","northern","summer","island"
"3396","Western Atlantic","USA-Western Atlantic","Florida","Upper Keys 3","slope","FP_2016_US-A_01",2016,"FU3_044",1,"Bonnethead shark","Sphyrna","tiburo","Shark","Sphyrnidae",1258076,"020:58:076",24.9206,-80.50288,7,18.2,"menhaden chum block","",NA,110,2899,19632,16,"Open",0.603,0.1818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,"FIU","2016-06-02","01010000000074982F2F2054C096B20C71ACEB3840","slope","16:10:00","17:42:00","Stainless rebar","Hero Basic","False",60,170,"WHL","menhaden chum block","False","FP_2016_US-A_01_FU3_044.mp4","","","","","",NA,1,1,"Completed","I","",NA,NA,"","","size, gear, effort, species","hook and line",1,12,46,"US-A",6641.33,0.92,1.103929162,1.481050014,2016,57638.15909,323127513,0,0,56430.39903,3521.88209,928.1732661,0,242,"restricted","Restricted","Clupeidae","Clupeidae","No",30.78,7.5921,0.0111421626061201,13.5937082461852,"06","northern","summer","island"
"3397","Western Atlantic","USA-Western Atlantic","Florida","Upper Keys 3","slope","FP_2016_US-A_01",2016,"FU3_045",1,"Unknown Ray","Unknown","sp.","Ray","Batoidea",2364244,"039:24:244",24.92625,-80.49328,7,20.2,"menhaden chum block","",NA,110,2900,19633,51,"Open",0.5164,0.4,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,"FIU","2016-06-02","010100000056F146E6911F54C085EB51B81EED3840","slope","16:19:00","17:51:00","Stainless rebar","Hero Basic","False",60,170,"WHL","menhaden chum block","False","FP_2016_US-A_01_FU3_045.mp4","","","","","",NA,1,1,"Completed","I","",NA,NA,"","","size, gear, effort, species","hook and line",1,12,46,"US-A",6641.33,0.92,1.103929162,1.481050014,2016,57638.15909,323127513,0,0,56430.39903,3521.88209,928.1732661,0,242,"restricted","Restricted","Clupeidae","Clupeidae","No",29.32,1.0639,0.010994354262948,13.5940968960757,"06","northern","summer","island"
"3398","Western Atlantic","USA-Western Atlantic","Florida","Upper Keys 3","slope","FP_2016_US-A_01",2016,"FU3_049",NA,"","","","","",NA,"",24.9359,-80.47885,9,15.1,"menhaden chum block","",NA,110,2904,19637,9999,"Open",0.5477,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,"FIU","2016-06-05","0101000000226C787AA51E54C08F53742497EF3840","slope","15:56:00","17:29:00","Stainless rebar","Hero Basic","False",60,170,"WHL","menhaden chum block","False","FP_2016_US-A_01_FU3_049.mp4","","","","","",NA,1,1,"Completed","I","",NA,NA,"","","size, gear, effort, species","hook and line",1,12,46,"US-A",6641.33,0.92,1.103929162,1.481050014,2016,57638.15909,323127513,0,0,56430.39903,3521.88209,928.1732661,0,242,"restricted","Restricted","Clupeidae","Clupeidae","No",29.32,1.0639,0.010994354262948,13.6214742616295,"06","northern","summer","island"
"3399","Western Atlantic","USA-Western Atlantic","Florida","Middle Keys 1","slope","FP_2016_US-A_01",2016,"FD1_049",NA,"","","","","",NA,"",24.75162,-80.77161,5,8.1,"menhaden chum block","",NA,105,2948,691,9999,"Open",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,"FIU","2016-06-11","01010000000FD1E80E623154C0FF04172B6AC03840","slope","23:59:00","","Stainless rebar","Hero Basic","False",60,170,"WHL","menhaden chum block","False","FP_2016_US-A_01_FD1_049.mp4","","","","","",NA,1,3,"Completed","I","",NA,NA,"","","species, gear, size, effort","hook and line",1,12,46,"US-A",6641.33,0.92,1.103929162,1.481050014,2016,57638.15909,323127513,0,0,56430.39903,3521.88209,928.1732661,0,33,"restricted","Restricted","Clupeidae","Clupeidae","No",30.19,3.8976,0.0103150205686688,13.6485395806079,"06","northern","summer","island"
"3400","Western Atlantic","USA-Western Atlantic","Florida","Middle Keys 1","slope","FP_2016_US-A_01",2016,"FD1_050",NA,"","","","","",NA,"",24.75912,-80.76328,3,8.6,"menhaden chum block","",NA,105,2949,692,9999,"Open",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,"FIU","2016-06-11","0101000000376C5B94D93054C051BD35B055C23840","slope","23:59:00","","Stainless rebar","Hero Basic","False",60,170,"WHL","menhaden chum block","False","FP_2016_US-A_01_FD1_050.mp4","","","","","",NA,2,3,"Completed","I","",NA,NA,"","","species, gear, size, effort","hook and line",1,12,46,"US-A",6641.33,0.92,1.103929162,1.481050014,2016,57638.15909,323127513,0,0,56430.39903,3521.88209,928.1732661,0,33,"restricted","Restricted","Clupeidae","Clupeidae","No",30.19,3.8976,0.0103150205686688,13.6490774798567,"06","northern","summer","island"
"3401","Western Atlantic","USA-Western Atlantic","Florida","Middle Keys 1","slope","FP_2016_US-A_01",2016,"FD1_051",1,"Yellow round ray","Urobatis","jamaicensis","Ray","Urotrygonidae",1273763,"021:13:763",24.76468,-80.75334,5,11.2,"menhaden chum block","",NA,105,2950,693,26,"Open",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,"FIU","2016-06-11","010100000031B1F9B8363054C0C0E78711C2C33840","slope","23:59:00","","Stainless rebar","Hero Basic","False",60,170,"WHL","menhaden chum block","False","FP_2016_US-A_01_FD1_051.mp4","","","","","",NA,1,2,"Completed","I","",NA,NA,"","","species, gear, size, effort","hook and line",1,12,46,"US-A",6641.33,0.92,1.103929162,1.481050014,2016,57638.15909,323127513,0,0,56430.39903,3521.88209,928.1732661,0,33,"restricted","Restricted","Clupeidae","Clupeidae","No",30.19,3.8976,0.0103150205686688,13.6494762912882,"06","northern","summer","island"
"3402","Western Atlantic","USA-Western Atlantic","Florida","Middle Keys 1","slope","FP_2016_US-A_01",2016,"FD1_053",1,"Yellow round ray","Urobatis","jamaicensis","Ray","Urotrygonidae",1095480,"018:15:480",24.77594,-80.73357,5,8.3,"menhaden chum block","",NA,105,2952,695,26,"Open",1.2472,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,70,0,"FIU","2016-06-11","0101000000E9D495CFF22E54C082A8FB00A4C63840","slope","23:59:00","","Stainless rebar","Hero Basic","False",60,170,"WHL","menhaden chum block","False","FP_2016_US-A_01_FD1_053.mp4","","","","","",NA,1,2,"Completed","I","",NA,NA,"","","species, gear, size, effort","hook and line",1,12,46,"US-A",6641.33,0.92,1.103929162,1.481050014,2016,57638.15909,323127513,0,0,56430.39903,3521.88209,928.1732661,0,33,"restricted","Restricted","Clupeidae","Clupeidae","No",30.19,3.8976,0.0103150205686688,13.6502840834847,"06","northern","summer","island"
"3403","Western Atlantic","USA-Western Atlantic","Florida","Middle Keys 1","slope","FP_2016_US-A_01",2016,"FD1_053",1,"Southern stingray","Hypanus","americanus","Ray","Dasyatidae",2932556,"048:52:556",24.77594,-80.73357,5,8.3,"menhaden chum block","",NA,105,2952,695,28,"Open",1.2472,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,70,0,"FIU","2016-06-11","0101000000E9D495CFF22E54C082A8FB00A4C63840","slope","23:59:00","","Stainless rebar","Hero Basic","False",60,170,"WHL","menhaden chum block","False","FP_2016_US-A_01_FD1_053.mp4","","","","","",NA,1,2,"Completed","I","",NA,NA,"","","species, gear, size, effort","hook and line",1,12,46,"US-A",6641.33,0.92,1.103929162,1.481050014,2016,57638.15909,323127513,0,0,56430.39903,3521.88209,928.1732661,0,33,"restricted","Restricted","Clupeidae","Clupeidae","No",30.19,3.8976,0.0103150205686688,13.6502840834847,"06","northern","summer","island"
"3404","Western Atlantic","USA-Western Atlantic","Florida","Middle Keys 1","slope","FP_2016_US-A_01",2016,"FD1_054",NA,"","","","","",NA,"",24.77831,-80.71657,7,9.6,"menhaden chum block","",NA,105,2953,696,9999,"Open",0.5164,0.6,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,88,0,"FIU","2016-06-11","0101000000DDD26A48DC2D54C05726FC523FC73840","slope","23:59:00","","Stainless rebar","Hero Basic","False",60,170,"WHL","menhaden chum block","False","FP_2016_US-A_01_FD1_054.mp4","","","","","",NA,1,2,"Completed","I","",NA,NA,"","","species, gear, size, effort","hook and line",1,12,46,"US-A",6641.33,0.92,1.103929162,1.481050014,2016,57638.15909,323127513,0,0,56430.39903,3521.88209,928.1732661,0,33,"restricted","Restricted","Clupeidae","Clupeidae","No",30.19,3.8976,0.0103150205686688,13.6504541289664,"06","northern","summer","island"
"3405","Western Atlantic","USA-Western Atlantic","Florida","Middle Keys 1","slope","FP_2016_US-A_01",2016,"FD1_055",NA,"","","","","",NA,"",24.78486,-80.70712,5,9.7,"menhaden chum block","",NA,105,2954,697,9999,"Open",0.3162,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,"FIU","2016-06-11","01010000003E963E74412D54C045F0BF95ECC83840","slope","23:59:00","","Stainless rebar","Hero Basic","False",60,170,"WHL","menhaden chum block","False","FP_2016_US-A_01_FD1_055.mp4","","","","","",NA,1,2,"Completed","I","",NA,NA,"","","species, gear, size, effort","hook and line",1,12,46,"US-A",6641.33,0.92,1.103929162,1.481050014,2016,57638.15909,323127513,0,0,56430.39903,3521.88209,928.1732661,0,1,"restricted","Restricted","Clupeidae","Clupeidae","No",30.19,3.8976,0.0103150205686688,13.6509241251988,"06","northern","summer","island"
"3406","Western Atlantic","USA-Western Atlantic","Florida","Middle Keys 1","slope","FP_2016_US-A_01",2016,"FD1_056",NA,"","","","","",NA,"",24.79203,-80.69855,5,7.9,"menhaden chum block","",NA,105,2955,698,9999,"Open",0.4216,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,"FIU","2016-06-11","0101000000BB270F0BB52C54C06D73637AC2CA3840","slope","23:59:00","","Stainless rebar","Hero Basic","False",60,170,"WHL","menhaden chum block","False","FP_2016_US-A_01_FD1_056.mp4","","","","","",NA,1,2,"Completed","I","",NA,NA,"","","species, gear, size, effort","hook and line",1,12,46,"US-A",6641.33,0.92,1.103929162,1.481050014,2016,57638.15909,323127513,0,0,56430.39903,3521.88209,928.1732661,0,1,"restricted","Restricted","Clupeidae","Clupeidae","No",30.19,3.8976,0.0103150205686688,13.6514386758339,"06","northern","summer","island"
"3407","Western Atlantic","Bahamas","Exumas","Middle","slope","FP_2015_BS_01",2015,"EXM_001",1,"Yellow round ray","Urobatis","jamaicensis","Ray","Urotrygonidae",3150443,"052:30:443",24.323733,-76.54115,9,11,"bonito","",NA,66,2958,5044,26,"Open",0.8756,2.1,0,0,0,0,0,0,0,0,0,0,11,0,0,66,11,0,11,0,"SBU","2015-05-31","0101000000BF0E9C33A22253C0CFA2772AE0523840","slope","14:31:00","16:07:00","Rebar","GoPro Hero 3","False",100,100,"CRS","bonito","False","FP_2015_BS_01_EXM_001.mp4","","","","","",NA,1,1,"Completed","I","Exuma Cays Land and Sea Park",455.8,1986,"continuous","high","effort, size, gear, area, species","",1,3,28,"BS",3542,0.792,0.940302491,0.717308939,2016,28785.47767,391232,1,1,12757.0943,153.1136563,0,0,8,"closed","Closed","Scombridae","Scombridae","No",27.43,0.1342,0.000512134633027017,13.5228846309019,"05","northern","summer","island"
